V1	V2	V3	V4
0.0130756962954569	0.073633383762707	-0.000451432820666106	0.0677653608935808
-0.0040046465687522	-0.0521866737338216	-0.0945107048128311	0.0286838675327837
-0.0302872985622427	0.0642239848815263	0.0201115511249856	-0.0147769790075823
0.0293395871196341	-0.0794130050777853	0.0765121387560116	-0.0713936183662153
-0.119482627605503	-0.0589636965816731	0.00808382977832008	0.0427359666289654
0.000797616767825997	8.36314086154896e-06	-0.0299791066628942	-0.133807956381299
0.046076121656278	-0.0281645981868019	0.179367267070456	-0.0550180121201831
-0.0715120121004224	-0.000596263615694655	0.0564686774175866	0.087708891701762
0.00563031417367063	0.0124029170935492	0.0424013817251064	-0.102421779552781
-0.0438375068899862	-0.025610907781702	-0.0402162464024759	-0.0460577195375753
-0.00376104824143206	-0.0503384466964084	-0.0588830754647023	0.0841767176638411
0.0653696627073685	-0.00764136394480772	0.0078536192996325	0.0958123320915335
0.0366456736381189	-0.117330793878608	0.0359954117903169	0.00316329914537312
0.0240312281649501	0.100875800846562	0.103822632997947	0.105029002613048
0.0441093286564329	-0.0458618869229777	0.0479341738172319	-0.126070987244265
-0.0165808531701528	0.0173923075839267	-0.0130306972770965	0.0718644057762521
0.0539142032620635	-0.0140113860953296	0.015133448652544	-0.0602876827357758
-0.0652347302288367	-0.0186218860385994	-0.0135573440023683	-0.0666015014494844
0.00923565425560058	-0.093918310895637	0.0476665753972491	-0.0107251153759781
0.062158373698355	-0.0812819725831969	-0.0508901076725379	-0.0571737353016661
0.0805954353293154	0.0370738924867839	-0.0187100129283593	0.115161291308003
-0.0388835077907012	-0.0191271821870523	-0.0517317166483058	0.129673260775298
0.0203646921133106	0.0353704857435329	0.0520493315538119	-0.0248768937875444
-0.0855942236708134	-0.00505625669063805	-0.0253400162379437	0.10203447055199
-0.0235678939889518	-0.0260967703968366	0.0578838933302447	-0.050879387315911
0.0569520956482177	0.0588076496213253	-0.0517225296456811	0.0560428380368932
-0.0582339458706443	-0.0353469542531405	-0.0344311834015195	-0.0300212892093687
0.0784355386334787	-0.0243192284953262	0.0679638676680448	0.0275657598493234
-0.0189158125510231	0.0198349733024249	-0.0178134706528393	0.0264745587121621
0.0540822046063333	-0.054832438776832	-0.0880355841785826	0.0158758322361075
-0.0253144030045002	-0.0413298404442427	-0.0313565928157722	-0.060087277268029
-0.0862368371912287	-0.0495291919998159	-0.0274551929751776	0.0173856148935851
-0.0594512582810152	0.0274683277938467	-0.00532079631013601	-0.0490285739720657
0.043132407227192	0.0175127416296004	0.0201409742727381	-0.0188742090878007
-0.0705915333761375	0.000798695901871213	0.0735671099170441	-0.051976375734032
-0.0340196058988406	-0.0501427216616031	0.00323868076252659	0.0586725191198565
-0.0437277146117548	0.00416365304393919	0.0310792092924494	0.101783832852258
-0.010065708609432	0.0783937631507928	-0.0154280934753978	-0.0609347868379391
-0.0997473546318732	0.0317542951182318	0.0273119424836477	-0.0310353275351829
0.0707858711485389	0.00855394429907562	0.114075309323241	0.0167120416288412
-0.0490689522120117	-0.0298574923242551	0.0522530196354054	-0.0337971215608705
-0.0750987293724127	0.00361165716749771	0.049898180108447	0.0813930194871942
-0.0669549600933394	0.0912756496049427	-0.0150372686273895	0.0373323096893875
-0.0207227546523523	-0.0452799689804419	0.0214703677349971	0.0155043036984252
0.0266954839347254	-0.0427271443934055	-0.0277679304200334	0.222040709488629
-0.034816462079822	0.0715870651485442	0.0142151123814791	0.0175395485650906
0.138012622937237	-0.0512083528612786	-0.0792741293854701	0.110540720711624
0.0459929192759683	-0.0441981760527895	-0.0280943583741887	0.0202724652360461
-0.0254191618171231	-0.0583282204256885	0.0533252426099394	0.10217898846859
0.000344905218929094	-0.0898324596963597	-0.021513802680122	0.0376007090908613
-0.0595621106374346	0.0320376153465808	-0.00402611839089203	-0.0601066076801795
0.0279328719948773	0.0162383666560572	-0.0171607167890972	0.0972880711834505
-0.0678297431135033	0.0172389708409069	-0.0385832729704559	0.0165672371171653
-0.00498745975567022	0.0096644055018328	0.0366130864602707	-0.0529594701703942
-0.0273799336055477	-0.00816761898719738	-0.00210146527969777	0.00287448914760204
0.00734777712247169	0.0244243997361621	0.131382837896543	0.0614025227854998
0.0136138579925589	-0.0230545974393998	0.0756436167940169	0.0282260657495489
-0.0812294627788658	0.0359629144596968	0.0205991982448382	0.0357982560751806
-0.04340816835794	-0.0906335563933779	0.0199920311563332	-0.0601570493219679
0.0296709557445702	0.0108686533756753	-0.018707449722663	-0.0140894091714852
0.00592256216001289	-0.062738594581677	-0.0260139724757894	-0.0322511832758676
0.0415522451750425	0.0320733857542034	-0.0265125314341286	0.0486420264179491
0.0347171076386217	-0.0407635516592809	-0.00284987027226838	0.0692791245910751
0.0293114258588854	-0.0927401561844578	0.201177956932181	0.0848131984869229
0.0392796717972638	-0.00854643569951201	0.0703616977848451	0.0150847955354613
0.0727914071100863	-0.0163460581824346	-0.0194703452066939	0.0162638404042275
-0.0146201828737336	0.0475252912632061	-0.132563304589131	0.0922204963657948
0.0285057381594672	0.011328988456782	-0.0298640461481235	0.105644308458371
-0.0251209427208596	0.0111312405781461	-0.0761733359642334	-0.0649426776261399
-0.0721440075455074	0.108092862123697	0.0105326457942228	-0.0661202910240993
-0.0538501418459317	-0.056319596177841	0.112672492414002	-0.00690973918854947
-0.0141596029781308	-0.148647581111638	-0.00496061395270439	0.0713114861365883
-0.0193497212763054	-0.0277274659969266	0.00622887235805579	0.0816689534639106
0.125408502310006	0.0644252351425128	-0.102358750506986	-0.0479932020666565
0.077077703972907	0.0412952434799943	-0.120691200993311	0.07535520702798
-0.0176313478714229	-0.0397765226606904	0.00920566672297383	0.107133734698355
-0.0615167915396564	0.0223309617753668	0.0218679853090375	0.0608760743536029
-0.041041574009874	0.0614305871560657	0.092050387081112	-0.0155604398723451
0.0473023222482483	0.051159111932081	0.119098411476742	0.0761218922235452
-0.0418143543570522	0.126681814782534	0.0761899211834046	-0.0383159574555788
0.0916029503902308	-0.048074563828062	0.0221833169743505	-0.0450351460232337
-0.040807503987844	-0.0425931300219412	0.0347386820024187	0.0568074630769438
0.0147500421802304	-0.00429959319305474	0.0254882701566865	-0.00263789180158617
-0.0444781267606567	-0.103752263285052	-0.0433749611293599	0.00189316962387588
0.0299948480716638	-0.0244855216653781	0.0538235044818163	0.12876253332748
-0.0262086641466956	-0.0725767530918218	0.179549043621569	0.0845733397020375
0.0188191801414775	0.0827752837891903	-0.0547383600881987	-0.0418597985969037
0.0653210735371427	-0.0619034961717013	-0.0510124978983781	-0.0279370274825965
0.0122670316524972	0.000560734929345358	0.0364358660538014	-0.0666367864418678
-0.117499438067123	-0.0624141802830168	0.0358283117202766	-0.145738019323551
-0.0785978414649847	0.0410620346515353	0.032867987129956	0.0487343151609363
-0.08168460912541	0.0230270279590184	0.00073662740491294	0.042006696992435
0.0427128601671246	0.00347848508432538	0.0612287208023932	0.102056131168931
-0.0420772520599984	-0.0202275235484559	0.118095905497375	0.0508949587361659
0.020263909880487	0.113474977556388	0.00534354212898511	0.0866599826710373
-0.0505811457497739	0.154881921387621	0.00161581221877457	0.0554445741275769
-0.0601073173499881	0.11542916278575	0.0724481921989139	0.0709485646592533
0.0403579288614421	0.133107166527817	-0.0750451692531358	-0.0024172377864616
0.106405450751653	-0.0527982259935717	0.0543509088317927	0.0119218597354816
0.0422292038584594	0.11212421378828	-0.0368784580343164	-0.030273470583887
0.030879987930649	0.0413668869899519	0.0258055646590363	0.0316432427756342
-0.00379772357004256	0.130730707139465	0.0869968887542188	0.0706024100636322
0.116594406592476	0.0388587315148389	-0.0722688332456249	-0.0122482549299467
0.00863907298930009	0.0118293483848018	0.0448289810390328	-0.128347592038937
0.0653045772128713	0.0402357851634721	0.0387031536449145	0.0165003696236036
-0.117895693095606	-0.010814689410901	-0.00992663500280974	-0.0471510690876685
0.0194258292215242	0.0934153908428871	0.0212338581416191	0.042185958159044
0.0271135129922253	-0.0116182765317754	-0.0493647288878967	-0.0604563643360577
-0.0231866800320118	0.0345233254585723	0.00236824473483828	0.114153620015311
-0.0119879308861392	0.0588939463709246	-0.0290193298034204	-0.0594258792455953
-0.0612902714513155	-0.0467005507107555	0.0120759464090057	-0.00190500947089375
0.0394862251637486	0.0617063897884494	-0.0640242352584857	0.0640282662167775
-0.0124569898830436	0.0344966344545065	0.0260199308564869	-0.106293486537246
0.0542824860145286	0.0671409503701672	1.77805558802986e-05	0.140006318070606
-0.0377033912713724	0.108025601900933	0.0843408850159744	-0.0244658673461795
0.0197027823221408	-0.0381812236128559	0.0459613308058982	-0.0314893688193005
0.0762752213483829	-0.102714717975255	0.0457429464032966	-0.0699601432573585
-0.0821275523654793	-0.0539042043312779	-0.0874510030463631	-0.0779625082695659
0.0309026410620413	0.0179830302355484	0.0158989644475971	0.08897931514884
-0.0725748467859513	0.0152166029435611	-0.0423851030259963	-0.0106816866484407
0.00799731142032378	0.000756855944613792	-0.165912198770733	0.172811786022595
-0.0304939699664434	0.00957921536281264	0.0333929443130434	-0.0673934634350624
0.00633127903037048	-0.0443284120785933	0.103328348574183	-0.0906916817806805
-0.0250328285568531	-0.0102820255637787	-0.0033707015722015	0.0441246438064927
0.0649318059491881	-0.0530307555012319	-0.0953850556595849	0.0782454311276018
-0.0782370298142848	-0.0741800351872946	0.0125907751753866	0.102578287788721
-0.1066124269665	0.0748608801943413	0.0150843855804945	-0.0509713632999527
0.0080778945719641	-0.0708903468421661	0.0700933024837932	-0.0264745937228151
0.0580808891901879	-0.00101953259130005	-0.125777729510485	-0.0829538259091466
-0.0359876773071174	-0.00593232662161667	-0.0582464174929427	0.0192009012757419
0.055929922020563	0.102509525766542	0.0631057001548594	-0.111082199733028
0.0912763648703499	0.0393669194748497	-0.010289970383029	0.0157866226968339
0.0784134679900417	0.0709184417965731	0.00393543875656584	0.00771093229833003
-0.000533047762368947	0.0333331471084559	-0.00919217344126019	-0.0260646569470817
-0.0349967275285384	-0.0110901803709465	-0.0289808155657199	0.0922606026216341
-0.000766802692546961	-0.0184008888627309	-0.0512604318282799	0.00278636508048335
-0.0300423927136696	0.0778203959693951	0.0427013860509773	-0.0815662581023255
-0.00102532557855405	-0.0418997159685856	-0.00823781284272451	-0.0317655181757818
