index	gen	fam	infam	sir	dam	sex	F1	F2	C1	R1	Trait1	Trait2	Trait3	Trait4
1	1	1	1	0	0	1	L1	S2	0.75	R1	case	1.51118250716563	-0.546500558091239	-0.434643069395039
2	1	2	2	0	0	1	L2	S3	0.75	R1	control	1.79193073000707	1.4244122401215	2.00148948022796
3	1	3	3	0	0	1	L1	S3	0.7	R2	control	2.74134500413627	-0.8123530664232	1.93820583884886
4	1	4	4	0	0	1	L1	S3	0.9	R1	control	-0.601324215778323	2.83330968802207	2.61429770834859
5	1	5	5	0	0	1	L1	S3	0.7	R3	control	0.241542245609764	2.30160014497872	0.215961592839746
6	1	6	6	0	0	1	L2	S1	0.9	R2	control	-1.22710384619134	-1.04332259588281	2.20695232302507
7	1	7	7	0	0	1	L2	S2	0.75	R1	control	-0.301701584522675	0.870987397892721	1.96950936827973
8	1	8	8	0	0	1	L1	S3	0.7	R3	control	-0.404236357738313	0.426940447357735	0.280387766679336
9	1	9	9	0	0	1	L1	S2	0.75	R1	control	0.660737713570384	-0.0549855661900152	0.0230025800807046
10	1	10	10	0	0	1	L1	S2	0.75	R2	control	-0.465884884060187	1.21648876984623	-1.6919895573571
11	1	11	11	0	0	1	L1	S3	0.7	R2	control	-2.46958160773281	0.517390392929229	2.13230874699591
12	1	12	12	0	0	1	L1	S3	0.7	R2	control	-1.89957606979512	1.3821838295029	0.581049945565275
13	1	13	13	0	0	1	L2	S2	0.9	R1	control	2.17417721487659	0.354918293097889	1.44490831744758
14	1	14	14	0	0	1	L1	S2	0.7	R1	control	0.89296232189417	-0.14148981351963	2.08026195439263
15	1	15	15	0	0	1	L1	S2	0.9	R2	control	-3.71220071822391	-0.817021887196098	-1.33556449983201
16	1	16	16	0	0	1	L2	S2	0.9	R1	control	0.961291115351245	3.38628232368693	0.377157410037876
17	1	17	17	0	0	1	L2	S2	0.75	R3	control	2.62684921147568	0.779205291649272	0.684761594852757
18	1	18	18	0	0	1	L2	S2	0.75	R3	control	2.33247898276481	0.00650609770227056	1.28520032950132
19	1	19	19	0	0	1	L1	S1	0.75	R2	control	0.436509561026959	-2.37315082282022	2.30769769221595
20	1	20	20	0	0	1	L1	S1	0.75	R3	control	2.17983722269049	-2.11359965630264	-1.37625426373318
21	1	21	21	0	0	1	L1	S1	0.7	R3	control	-0.322141093280096	0.384445687113768	-1.15193715364794
22	1	22	22	0	0	1	L2	S1	0.7	R3	control	-0.855313681104815	0.849937702549995	0.264481187209987
