index	gen	fam	infam	sir	dam	sex	F1	F2	C1	R1	Trait1	Trait2	Trait3	Trait4
1625	5	1625	1	1568	1561	1	L1	S1	0.7	R2	control	-0.873550932879588	-1.30742871030442	1.46943729933722
1626	5	1626	1	1566	1562	1	L2	S3	0.7	R1	control	2.09447131810016	-0.924179872905247	1.48646988980708
1627	5	1627	1	1567	1563	2	L1	S3	0.9	R3	control	-0.761928429577728	-1.25795068196245	1.72062338197303
1628	5	1628	1	1566	1564	2	L2	S1	0.75	R1	case	4.29271060957023	-0.315050066143669	0.199941369557233
1629	5	1629	1	1568	1565	2	L2	S1	0.7	R3	control	3.0103621241274	-0.727625428203945	3.43786005928173
1630	5	1630	1	1567	1569	1	L2	S2	0.9	R3	control	2.35181889668663	-0.264222184443375	0.874173065050515
1631	5	1631	1	1568	1571	2	L2	S2	0.9	R1	control	2.00834423219143	-0.343186910953717	1.84588891155498
1632	5	1632	1	1566	1572	2	L1	S3	0.9	R3	control	1.18214541378726	1.20871669026206	-0.133998411914524
1633	5	1633	1	1566	1573	1	L1	S2	0.7	R1	control	3.58910817428439	-0.67653471601582	-0.580445924946347
1634	5	1634	1	1567	1574	2	L2	S2	0.75	R3	control	0.797326120280824	1.88308401102111	1.47934391949353
1635	5	1635	1	1566	1575	1	L2	S1	0.7	R3	control	1.35887705764977	1.56417033464221	-3.3193895556071
1636	5	1636	1	1567	1577	2	L2	S1	0.7	R2	control	1.18250293647357	0.322959493808247	0.451349636453511
1637	5	1637	1	1568	1580	1	L1	S1	0.7	R3	control	4.18428418294383	4.00292971419595	-2.20740395776242
1638	5	1638	1	1568	1581	2	L2	S3	0.9	R1	control	1.93355693431585	0.914936643321514	2.42373965543586
1639	5	1639	1	1567	1582	2	L2	S2	0.7	R1	control	-1.47738648228603	-0.70078694192619	0.776405991867869
1640	5	1640	1	1568	1585	2	L2	S1	0.75	R2	control	-0.429982370125853	1.12950772273164	0.598289636281953
1641	5	1641	1	1568	1586	2	L2	S3	0.75	R2	control	4.13317274893142	-0.266870835843129	0.424877430838639
1642	5	1642	1	1567	1590	2	L2	S3	0.9	R3	control	2.56721190125758	2.63668896706469	0.230577495999657
1643	5	1643	1	1567	1593	2	L2	S3	0.7	R1	control	-1.32639340276973	2.01866550629127	0.529288487348316
1644	5	1644	1	1566	1595	1	L1	S3	0.9	R3	control	0.870449169483881	4.02385679583902	-2.60071429969587
1645	5	1645	1	1566	1596	1	L2	S2	0.9	R3	control	0.219591330010474	2.09640440510795	-0.635071779592307
1646	5	1646	1	1566	1597	1	L1	S3	0.7	R3	control	-0.823058268171471	3.50662530042873	-0.355894523679701
1647	5	1647	1	1567	1598	1	L1	S3	0.9	R2	control	-0.00529044792465364	-0.742040133485395	4.1298256416662
1648	5	1648	1	1567	1602	1	L1	S1	0.9	R2	case	-0.697266242453808	-0.339282419588771	0.319281195170409
1649	5	1649	1	1567	1609	1	L1	S2	0.7	R2	control	0.063268180143274	-0.650222311040713	1.65975938264945
1650	5	1650	1	1566	1610	1	L1	S2	0.75	R1	control	-0.290801521033952	-0.378869050163722	2.30503123530388
